document_uuid,document_title_en,entity_text,entity_type,entity_start_pos,entity_end_pos,extractor_confidence_score,is_matched,matched_sot_name,matched_sot_entity_type
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Shenzhen,Location,1661,1669,0.9287112951278687,False,,
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Prime Minister,Person,1114,1128,0.5407910943031311,False,,
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Greater Bay Area,Location,1221,1237,0.8893961906433105,False,,
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Hangzhou-based,Location,1244,1258,0.7559764385223389,False,,
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Daniel Zhang,Person,1276,1288,0.9901819825172424,False,,
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Alibaba,Company,93,100,0.9870439171791077,True,Alibaba Group,Company
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Alibaba,Company,1452,1459,0.9870439171791077,True,Alibaba Group,Company
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Alibaba,Company,1875,1882,0.9870439171791077,True,Alibaba Group,Company
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Alibaba,Company,2602,2609,0.9870439171791077,True,Alibaba Group,Company
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Tencent Holdings,Company,1595,1611,0.9719130992889404,True,Tencent Holdings,Company
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Shenzhen,Location,42,50,0.9671655893325806,False,,
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Shenzhen,Location,178,186,0.9671655893325806,False,,
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Shenzhen,Location,1014,1022,0.9671655893325806,False,,
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Shenzhen,Location,1661,1669,0.9671655893325806,False,,
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,BABA,Company,1703,1707,0.8283399939537048,True,Alibaba Group,Company
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Pony Ma,Person,1761,1768,0.6431086659431458,False,,
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Alibaba,Company,93,100,0.9245206117630005,True,Alibaba Group,Company
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Alibaba,Company,1452,1459,0.9245206117630005,True,Alibaba Group,Company
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Alibaba,Company,1875,1882,0.9245206117630005,True,Alibaba Group,Company
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Alibaba,Company,2602,2609,0.9245206117630005,True,Alibaba Group,Company
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,China,Location,703,708,0.5893319249153137,True,China,Location
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,China,Location,828,833,0.5893319249153137,True,China,Location
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,China,Location,1909,1914,0.5893319249153137,True,China,Location
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,China,Location,2332,2337,0.5893319249153137,True,China,Location
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,China,Location,2719,2724,0.5893319249153137,True,China,Location
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Minister Jin Zhuanglong,Person,2054,2077,0.9044749140739441,False,,
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Beijing,Location,2138,2145,0.972027063369751,True,Beijing,Location
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Shanghai,Location,2147,2155,0.9678795337677002,True,Shanghai,Location
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Pearl River Delta region,Location,2241,2265,0.9492897987365723,False,,
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Huawei,Company,2299,2305,0.9784336686134338,True,Huawei Technologies,Company
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Chinese telecoms giant,Company,2385,2407,0.6064181923866272,False,,
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Ren Zhengfei,Person,2418,2430,0.9780328273773193,False,,
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Wang Yi,Person,2532,2539,0.9574818015098572,True,Wang Yi,Person
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,capital,Location,2581,2588,0.8158471584320068,False,,
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Alibaba,Company,93,100,0.9843649864196777,True,Alibaba Group,Company
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Alibaba,Company,1452,1459,0.9843649864196777,True,Alibaba Group,Company
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Alibaba,Company,1875,1882,0.9843649864196777,True,Alibaba Group,Company
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,Alibaba,Company,2602,2609,0.9843649864196777,True,Alibaba Group,Company
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,China,Location,703,708,0.944739580154419,True,China,Location
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,China,Location,828,833,0.944739580154419,True,China,Location
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,China,Location,1909,1914,0.944739580154419,True,China,Location
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,China,Location,2332,2337,0.944739580154419,True,China,Location
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,China,Location,2719,2724,0.944739580154419,True,China,Location
31c78232-df85-4d16-877e-80ef9a25214a,Alibaba Opens Smart Manufacturing Headquarters in Shenzhen,top diplomat,Person,2727,2739,0.8346754312515259,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Beijing,Location,41,48,0.8888845443725586,True,Beijing,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Beijing,Location,1653,1660,0.8888845443725586,True,Beijing,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Beijing,Location,3307,3314,0.8888845443725586,True,Beijing,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Premier Li Qiang,Person,336,352,0.9614474773406982,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Premier Li,Person,336,346,0.7289875149726868,True,Li Qiang,Person
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Premier Li,Person,636,646,0.7289875149726868,True,Li Qiang,Person
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Great Hall of the People,Location,689,713,0.9412362575531006,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Prime Minister,Person,719,733,0.6105126738548279,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,President Xi,Person,774,786,0.9407906532287598,True,Xi Jinping,Person
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,President Xi,Person,2728,2740,0.9407906532287598,True,Xi Jinping,Person
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,105,110,0.850753903388977,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,560,565,0.850753903388977,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,848,853,0.850753903388977,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,1009,1014,0.850753903388977,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,1131,1136,0.850753903388977,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,1837,1842,0.850753903388977,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Foreign Minister Wang Yi,Person,882,906,0.8741127848625183,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,105,110,0.9712609648704529,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,560,565,0.9712609648704529,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,848,853,0.9712609648704529,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,1009,1014,0.9712609648704529,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,1131,1136,0.9712609648704529,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,1837,1842,0.9712609648704529,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,105,110,0.9531506299972534,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,560,565,0.9531506299972534,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,848,853,0.9531506299972534,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,1009,1014,0.9531506299972534,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,1131,1136,0.9531506299972534,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,1837,1842,0.9531506299972534,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,top diplomat,Person,1139,1151,0.8246408700942993,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Ministry of Foreign Affairs,Location,1162,1189,0.6535414457321167,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Wang,Person,899,903,0.969931423664093,True,Wang Yi,Person
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Wang,Person,1200,1204,0.969931423664093,True,Wang Yi,Person
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,developing nations,Location,1283,1301,0.5556082129478455,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Huawei Technologies,Company,1505,1524,0.9798453450202942,True,Huawei Technologies,Company
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Shenzhen-based,Location,1530,1544,0.6583096981048584,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Beijing,Location,41,48,0.9603611826896667,True,Beijing,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Beijing,Location,1653,1660,0.9603611826896667,True,Beijing,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Beijing,Location,3307,3314,0.9603611826896667,True,Beijing,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Greater Bay Area,Location,1669,1685,0.9187837839126587,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Greater Bay Area,Location,2462,2478,0.9187837839126587,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Ren Zhengfei,Person,1691,1703,0.9762433171272278,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Huawei,Company,1505,1511,0.9601003527641296,True,Huawei Technologies,Company
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Huawei,Company,1719,1725,0.9601003527641296,True,Huawei Technologies,Company
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,105,110,0.9144599437713623,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,560,565,0.9144599437713623,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,848,853,0.9144599437713623,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,1009,1014,0.9144599437713623,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,1131,1136,0.9144599437713623,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,China,Location,1837,1842,0.9144599437713623,True,China,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Alibaba Group,Company,1885,1898,0.9835014939308167,True,Alibaba Group,Company
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Hangzhou-based,Location,1904,1918,0.7356857061386108,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,CEO,Person,1687,1690,0.5006108283996582,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,CEO,Person,2070,2073,0.5006108283996582,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Eddie Yongming Wu,Person,2074,2091,0.7478392720222473,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Shanghai,Location,2145,2153,0.9523903131484985,True,Shanghai,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Shanghai,Location,2704,2712,0.9523903131484985,True,Shanghai,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Alibaba,Company,1885,1892,0.9873993396759033,True,Alibaba Group,Company
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Alibaba,Company,2184,2191,0.9873993396759033,True,Alibaba Group,Company
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,imperial city,Location,2302,2315,0.6254627704620361,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,National Transportation Innovation Center,Location,2389,2430,0.7056039571762085,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,The Greater Bay Area,Location,2458,2478,0.8553580045700073,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Yangtze River Delta,Location,2603,2622,0.9429085850715637,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Shanghai,Location,2145,2153,0.9640429019927979,True,Shanghai,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Shanghai,Location,2704,2712,0.9640429019927979,True,Shanghai,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Hangzhou,Location,1904,1912,0.9616743922233582,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Hangzhou,Location,2717,2725,0.9616743922233582,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,President Xi Jinping,Person,2728,2748,0.9596997499465942,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,nation,Location,209,215,0.5999816060066223,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,nation,Location,935,941,0.5999816060066223,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,nation,Location,1294,1300,0.5999816060066223,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,nation,Location,2367,2373,0.5999816060066223,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,nation,Location,2945,2951,0.5999816060066223,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,nation,Location,3338,3344,0.5999816060066223,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Core Leader,Person,2974,2985,0.9413257837295532,True,Xi Jinping,Person
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,rail construction,Location,3239,3256,0.8263791799545288,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,technology development,Location,3258,3280,0.6003060340881348,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,green manufacturing,Location,3286,3305,0.598314106464386,False,,
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Beijing,Location,41,48,0.9876781105995178,True,Beijing,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Beijing,Location,1653,1660,0.9876781105995178,True,Beijing,Location
34d31f06-ed93-49b7-8260-3eab48a780bf,China Unveils Ambitious Transportation Modernization Plan to Connect Mega-Regions,Beijing,Location,3307,3314,0.9876781105995178,True,Beijing,Location
521477c9-902e-4f32-9afd-c6704bb0ff27,China Launches Major Infrastructure Investment Plan,Beijing,Location,37,44,0.9664032459259033,True,Beijing,Location
521477c9-902e-4f32-9afd-c6704bb0ff27,China Launches Major Infrastructure Investment Plan,Beijing,Location,293,300,0.9664032459259033,True,Beijing,Location
521477c9-902e-4f32-9afd-c6704bb0ff27,China Launches Major Infrastructure Investment Plan,Beijing,Location,966,973,0.9664032459259033,True,Beijing,Location
521477c9-902e-4f32-9afd-c6704bb0ff27,China Launches Major Infrastructure Investment Plan,Beijing,Location,1121,1128,0.9664032459259033,True,Beijing,Location
521477c9-902e-4f32-9afd-c6704bb0ff27,China Launches Major Infrastructure Investment Plan,Beijing,Location,1333,1340,0.9664032459259033,True,Beijing,Location
521477c9-902e-4f32-9afd-c6704bb0ff27,China Launches Major Infrastructure Investment Plan,Beijing,Location,1459,1466,0.9664032459259033,True,Beijing,Location
521477c9-902e-4f32-9afd-c6704bb0ff27,China Launches Major Infrastructure Investment Plan,Li Qiang,Person,62,70,0.8122648000717163,True,Li Qiang,Person
521477c9-902e-4f32-9afd-c6704bb0ff27,China Launches Major Infrastructure Investment Plan,President Xi Jinping,Person,210,230,0.9139273166656494,False,,
521477c9-902e-4f32-9afd-c6704bb0ff27,China Launches Major Infrastructure Investment Plan,Beijing,Location,37,44,0.9654415845870972,True,Beijing,Location
521477c9-902e-4f32-9afd-c6704bb0ff27,China Launches Major Infrastructure Investment Plan,Beijing,Location,293,300,0.9654415845870972,True,Beijing,Location
